name_ar,name_en,gender,religion,role,frequency_class,corpus_share_pct,slot1_pct,slot2_pct,slot3_pct,slot4_pct,slot5_pct,slot6_pct,slot7_pct,slot8_pct,tashkeel,meaning_ar,meaning_en,ar_variants,en_variants,data_version
زاين,Zayen,m,m,g,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَايِن,من الفعل 'زان' بمعنى جمل وحسّن. قد يكون اسمًا فارسيًا بمعنى 'الجميل' أو 'الزينة'.,From the verb 'zana' meaning to beautify or adorn. Could be a Persian name meaning 'beautiful' or 'adornment'.,زاين,Zayen|Zain|Zayn,v0.1.x
زبارة,Zobara,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زُبَارَة,الزبارة؛ موضع/حصن معروف (الخليج),Al-Zubāra (known place,زبارة|زباره,Zobara|Zubara|Zobarah,v0.1.x
زبري,Zebry,m,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زِبْرِي,نسبة إلى 'زبر' بمعنى كتب أو سجل. قد تكون نسبة إلى مكان أو قبيلة.,Attributed to 'zabar' meaning to write or record. Could be a place or tribal attribution.,زبري|زبرى,Zebry|Zibri|Zebree,v0.1.x
زبل,Zabal,m,m,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَبَل,اسم عائلة، قد يكون نسبة إلى 'زبل' وهو السماد، أو قد يكون له أصل غير عربي.,"Family name, possibly related to 'zabal' meaning fertilizer, or may have a non-Arabic origin.",زبل,Zebl|Zibl,v0.1.x
زبن,Zaban,m,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَبَن,اسم عائلة، من الفعل 'زبن' بمعنى دفع أو طرد. قد يكون له معانٍ أخرى في لهجات مختلفة.,"Family name, from the verb 'zabana' meaning to push or expel. May have other meanings in different dialects.",زبن,Zaban|Zaben|Zabn,v0.1.x
زبيبة,Zabeeba,f,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَبِيبَة,الزبيبة؛ الزبيب الصغير,Little raisin,زبيبة|زبيبه,Zabeeba|Zabiba|Zabeibah,v0.1.x
زبيدالقوني,Zobaidelqony,m,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زُبَيْدالْقُونِي,زبيد القوني؛ زبيد المنسوب لقونية,Zubayd of Konya,زبيدالقوني|زبيدالقونى,Zobaidelqony|Zobaid El-Qony|Zubayd Al-Quni,v0.1.x
زبيدي,Zobaidy,m,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زُبَيْدِي,منسوب إلى زبيد (اليمن) أو بني زبيد,From Zabīd / Banū Zubayd,زبيدي|زبيدى,Zobaidy|Zubaidi|Zobaydi,v0.1.x
زحزاح,Zahzah,m,m,f,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,زَحْزَاح,اسم عائلة، من الفعل 'زحزح' بمعنى أبعد أو حرك. قد يشير إلى شخص كثير الحركة أو النشاط.,"Family name, from the verb 'zahzaha' meaning to move away or displace. May refer to an active or restless person.",زحزاح,Zahzah|Zahzaah,v0.1.x
زخار,Zakhar,m,m,g,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَخَّار,من الفعل 'زخر' بمعنى امتلأ وفاض. يشير إلى الشيء الممتلئ أو الغزير.,From the verb 'zakhara' meaning to be full and overflowing. Refers to something full or abundant.,زخار,Zakhar|Zakhaar,v0.1.x
زخارياس,Zakharyas,m,c,g,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَخَارْيَاس,زكريا؛ الله ذكر (يوناني),God has remembered (Zacharias,زخارياس,Zakharyas|Zacharias|Zakharyaas,v0.1.x
زخران,Zakhran,m,m,g,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَخْرَان,مثنى 'زخر' بمعنى امتلأ وفاض. قد يكون اسمًا فارسيًا أو له أصل آخر.,Dual form of 'zakhar' meaning full and overflowing. Could be a Persian name or have another origin.,زخران,Zakhran|Zakhraan,v0.1.x
زدا,Zada,n,n,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زَدَا,قد يكون اسمًا فارسيًا بمعنى 'المولود' أو 'الابن'.,Could be a Persian name meaning 'born' or 'son'.,زدا,Zeda|Zida|Zedah,v0.1.x
زدني,Zedny,n,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زِدْنِي,فعل أمر بمعنى 'زدني' (اطلب الزيادة). قد يكون اختصارًا لجملة 'رب زدني علما'.,"Imperative verb meaning 'increase me' (ask for increase). Could be an abbreviation of 'My Lord, increase me in knowledge'.",زدني|زدنى,Zedny|Zidni|Zednee,v0.1.x
زراعي,Zeraay,n,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زِرَاعِي,منسوب إلى الزراعة,Agricultural; related to farming,زراعي|زراعى,Zeraay|Zirai|Zeraee,v0.1.x
زربا,Zarba,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَرْبَا,اسم عائلة، قد يكون له أصل غير عربي أو معنى غير شائع في العربية.,"Family name, may have a non-Arabic origin or an uncommon meaning in Arabic.",زربا,Zarba|Zarbaa|Zarbah,v0.1.x
زردام,Zardam,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَرْدَام,اسم عائلة، قد يكون له أصل غير عربي، ربما فارسي أو تركي.,"Family name, may have a non-Arabic origin, possibly Persian or Turkish.",زردام,Zardam|Zardaam|Zardem,v0.1.x
زردقي,Zardaqi,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَرْدَقِي,نسبة إلى 'زردق'، وهي كلمة فارسية تعني 'الحديقة' أو 'البستان'. قد تكون نسبة إلى مكان أو مهنة.,"Relating to 'Zardaq', a Persian word meaning 'garden' or 'orchard'. May refer to a place or profession.",زردقي|زردقى,Zardaqy|Zardaqi,v0.1.x
زردليان,Zardalyan,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَرْدَلْيَان,اسم عائلة، قد يكون تحريفًا لاسم تركي أو فارسي، أو نسبة إلى مكان أو مهنة غير واضحة المعنى في العربية.,"Family name, possibly a distortion of a Turkish or Persian name, or referring to an unclear place or profession in Arabic.",زردليان,Zardalyan|Zardalian|Zardalyaan,v0.1.x
زرقالله,Zarqallah,m,m,g,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَرْقَٱللّٰه,مركب من 'زرق' بمعنى 'أعطى' أو 'رزق' و 'الله'. أي 'رزق الله' أو 'عطية الله'.,Compound of 'Zarq' meaning 'gave' or 'provided' and 'Allah'. Meaning 'Allah's provision' or 'Allah's gift'.,زرقالله,Zarqallah|Zarq Allah|Zarqullah,v0.1.x
زرنية,Zarniya,f,n,g,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَرْنِيَّة,تصغير لكلمة 'زرن'، وهي كلمة فارسية تعني 'الذهب'. أو قد تكون نسبة إلى 'الزرنيخ' (مادة كيميائية)، لكن المعنى الأول أقرب للاستخدام كاسم.,"Diminutive of 'Zarn', a Persian word meaning 'gold'. Or possibly related to 'arsenic', but the former meaning is more likely for a given name.",زرنية|زرنيه,Zarniya|Zarnia|Zarniyah,v0.1.x
زروك,Zarouk,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَرُوك,اسم عائلة، قد يكون من أصل تركي أو بربري، ويعني 'الأزرق' أو 'ذو العينين الزرقاوين' في بعض اللهجات.,"Family name, possibly of Turkish or Berber origin, meaning 'blue' or 'blue-eyed' in some dialects.",زروك,Zarrouq|Zaruk|Zarook,v0.1.x
زريدة,Zoreida,f,n,g,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زُرَيْدَة,تصغير لكلمة 'زردة' (حلقة من حلقات الدرع)، أو قد تكون تحريفًا لـ 'زُهْرَة' (زهرة، نجمة).,"Diminutive of 'Zarda' (a link of chainmail), or possibly a distortion of 'Zuhra' (flower, star).",زريدة|زريده,Zareeda|Zarida|Zareidah,v0.1.x
زطام,Zattam,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَطَّام,صيغة مبالغة من الفعل 'زَطَمَ' أي 'أمسك بقوة' أو 'شدّ'. قد يشير إلى القوة أو الشدة.,Intensified form of the verb 'zatama' meaning 'to grasp firmly' or 'to tighten'. May indicate strength or severity.,زطام,Zattam|Zatam|Zattaam,v0.1.x
زعامة,Zaama,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَعَامَة,الزعامة؛ الرئاسة والقيادة,Leadership; chieftainship,زعامة|زعامه,Zaama|Zaamah|Zaaama,v0.1.x
زعبر,Zaabar,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَعْبَر,اسم عائلة، قد يكون من 'الزَّعْبَرَة' وهي الخفة والسرعة، أو قد يكون له أصل غير عربي.,"Family name, possibly from 'za'bara' meaning lightness and speed, or may have a non-Arabic origin.",زعبر,Zaabar|Zaber|Zaaber,v0.1.x
زعبوب,Zaaboub,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَعْبُوب,اسم عائلة، قد يكون تصغيرًا أو تحريفًا لكلمة 'زعب' (شعر كثيف) أو 'زعب' (نوع من النبات).,"Family name, possibly a diminutive or distortion of 'za'b' (thick hair) or 'za'b' (a type of plant).",زعبوب,Zaaboub|Zabub|Zaabob,v0.1.x
زعبوطة,Zaaboota,f,n,g,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَعْبُوطَة,تصغير لكلمة 'زعبوط' وهي كلمة عامية مصرية تعني 'الغطاء' أو 'القبعة' أو 'الشيء الصغير الملتف'.,"Diminutive of 'za'boot', an Egyptian colloquial word meaning 'cover', 'hat', or 'small coiled object'.",زعبوطة|زعبوطه,Zaabouta|Zabuta|Zaabootah,v0.1.x
زعبي,Zaaby,m,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَعْبِي,منسوب إلى الزعب / آل الزعبي,Related to al-Zuʿbī clan,زعبي|زعبى,Zaaby|Zabi|Zaabee,v0.1.x
زعتري,Zaatory,n,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَعْتَرِي,منسوب إلى الزعتر؛ بائع الزعتر,Related to thyme; thyme-seller,زعتري|زعترى,Zaatory|Zaatri|Zaateri,v0.1.x
زعرورة,Zaaroura,f,m,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَعْرُورَة,الزعرورة؛ ثمرة الزعرور,Hawthorn fruit,زعرورة,Zaaroura|Zarura|Zaaroora,v0.1.x
زعقيق,Zaaqeeq,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَعْقِيق,اسم عائلة، قد يكون من 'الزعيق' وهو الصياح الشديد، أو قد يكون له أصل غير عربي.,"Family name, possibly from 'za'eeq' meaning loud shouting, or may have a non-Arabic origin.",زعقيق,Zaaqeeq|Zaqiq|Zaaqeiq,v0.1.x
زعلط,Za'lat,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَعْلَط,اسم عائلة، قد يكون من 'الزعلطة' وهي الخفة والسرعة في الحركة، أو قد يكون له أصل غير عربي.,"Family name, possibly from 'za'lata' meaning lightness and speed in movement, or may have a non-Arabic origin.",زعلط,Zaalat|Zalat|Zaalet,v0.1.x
زعموم,Za'moum,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَعْمُوم,اسم عائلة، قد يكون من 'الزعم' وهو الادعاء أو الظن، أو قد يكون له أصل غير عربي.,"Family name, possibly from 'za'm' meaning claim or conjecture, or may have a non-Arabic origin.",زعموم,Zaamoum|Zamum|Zaamoom,v0.1.x
زعيمر,Zo'eimer,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زُعَيْمِر,تصغير لكلمة 'زَعْمَر' (شعر كثيف أو متلبد)، أو قد يكون تحريفًا لاسم آخر.,"Diminutive of 'za'mar' (thick or matted hair), or possibly a distortion of another name.",زعيمر,Zoaaimar|Zuaimar|Zoaymar,v0.1.x
زعيوطة,Za'youta,f,n,g,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَعْيُوطَة,تصغير لكلمة 'زعيط' (صوت خفيف أو صياح)، أو قد تكون كلمة عامية تعبر عن شيء صغير ومزعج.,"Diminutive of 'za'eet' (a light sound or cry), or possibly a colloquial word for something small and annoying.",زعيوطة|زعيوطه,Zoaayyouta|Zuayyuta|Zoayyootah,v0.1.x
زغابي,Zaghabi,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَغَابِي,نسبة إلى 'الزغاب' وهو الشعر الناعم الخفيف الذي ينمو على جسم الطيور أو بعض النباتات.,"Relating to 'zaghab', which is the fine, soft hair that grows on the bodies of birds or some plants.",زغابي,Zaghaby|Zagabi|Zaghaabi,v0.1.x
زغلوك,Zaghlouk,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَغْلُوك,اسم عائلة، قد يكون من أصل تركي أو فارسي، أو قد يكون له معنى غير واضح في العربية الفصحى.,"Family name, possibly of Turkish or Persian origin, or may have an unclear meaning in classical Arabic.",زغلوك,Zaghlouk|Zaghluk|Zaghlok,v0.1.x
زغواني,Zaghwani,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَغْوَانِي,نسبة إلى مدينة 'زغوان' في تونس، أو قد تكون نسبة إلى 'الزغوان' وهو نوع من النباتات.,"Relating to the city of 'Zaghouan' in Tunisia, or possibly to 'zaghouan' which is a type of plant.",زغواني|زغوانى,Zaghwany|Zaghwani|Zaghwaani,v0.1.x
زغيبي,Zogheibi,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زُغَيْبِي,تصغير لكلمة 'زغب' (الشعر الناعم)، أو نسبة إلى قبيلة 'زغيبة' العربية.,"Diminutive of 'zaghab' (fine hair), or relating to the Arab tribe 'Zogheiba'.",زغيبي|زغيبى,Zoghaiby|Zughaibi|Zoghaybi,v0.1.x
زغير,Zoghayyer,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زُغَيِّر,الزغير؛ الصغير (لهجة),Small; little (dialect,زغير,Zoghayyer|Zughayyir|Zoghair,v0.1.x
زغيل,Zagheil,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَغِيل,اسم عائلة، قد يكون من 'الزغل' وهو الخداع أو الغش، أو قد يكون له أصل غير عربي.,"Family name, possibly from 'zaghal' meaning deception or fraud, or may have a non-Arabic origin.",زغيل,Zoghayyel|Zughayyil|Zoghail,v0.1.x
زغيو,Zeghyou,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زِغْيُو,تصغير لكلمة 'زغو' أو 'زغوة' وهي كلمة عامية قديمة تعني 'الطفل الصغير' أو 'الولد'.,"Diminutive of 'Zaghw' or 'Zaghwa', an old colloquial term meaning 'small child' or 'boy'.",زغيو,Zoghayyo|Zughayyu|Zoghayou,v0.1.x
زقالي,Zaqaly,f,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَقَالِي,نسبة إلى 'زقالة' وهي كلمة عامية قديمة تعني 'المرأة التي تبيع الزقاق' أو 'المرأة التي تبيع في السوق'.,"Attributed to 'Zaqala', an old colloquial term meaning 'woman who sells in the alley' or 'woman who sells in the market'.",زقالي|زقالى,Zaqqaly|Zaqali|Zaqqaali,v0.1.x
زقرد,Zaqard,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَقَرْد,كلمة عامية قديمة تعني 'الشخص الذي يتكلم كثيراً وبصوت عالٍ' أو 'الشخص الذي يثرثر'.,An old colloquial term meaning 'a person who talks a lot and loudly' or 'a chatterbox'.,زقرد,Zaqrad|Zaqred|Zaqrd,v0.1.x
زقروب,Zaqroub,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَقْرُوب,كلمة عامية قديمة قد تكون تحريفاً لكلمة 'زقرب' أو 'زقربان' وتعني 'الشخص القصير البدين'.,"An old colloquial term, possibly a distortion of 'Zaqrab' or 'Zaqraban', meaning 'a short, stout person'.",زقروب,Zaqroub|Zaqrub|Zaqroob,v0.1.x
زقروق,Zaqrouq,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَقْرُوق,تصغير لكلمة 'زقروق' وهي كلمة عامية قديمة تعني 'الطفل الصغير' أو 'الولد الصغير'.,"Diminutive of 'Zaqrouq', an old colloquial term meaning 'small child' or 'little boy'.",زقروق,Zaqrouq|Zaqruq|Zaqrooq,v0.1.x
زقززق,Zaqzazaq,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَقْزَزَق,كلمة عامية قديمة تعني 'الشخص الذي يتكلم بصوت عالٍ ومزعج' أو 'الشخص الذي يثرثر'.,An old colloquial term meaning 'a person who talks loudly and annoyingly' or 'a chatterbox'.,زقززق,Zaqzazeq|Zaqzaziq|Zaqzazq,v0.1.x
زقلمة,Zaqalama,f,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَقْلَمَة,كلمة عامية قديمة تعني 'المرأة التي تتكلم كثيراً وبصوت عالٍ' أو 'المرأة التي تثرثر'.,An old colloquial term meaning 'a woman who talks a lot and loudly' or 'a chatterbox'.,زقلمة|زقلمه,Zaqlama|Zaqlemeh|Zaqlamah,v0.1.x
زقلوطة,Zaqalouta,f,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَقْلُوطَة,كلمة عامية قديمة تعني 'المرأة القصيرة البدين' أو 'المرأة التي تتكلم كثيراً'.,"An old colloquial term meaning 'a short, stout woman' or 'a woman who talks a lot'.",زقلوطة|زقلوطه,Zaqlouta|Zaqluta|Zaqlootah,v0.1.x
زقن,Zaqan,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,زَقَن,كلمة عامية قديمة تعني 'الذقن' أو 'الشخص ذو الذقن الكبيرة'.,An old colloquial term meaning 'chin' or 'a person with a large chin'.,زقن,Zaqan|Zaqen|Zaqn,v0.1.x
زقو,Zaqou,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَقُو,كلمة عامية قديمة قد تكون تحريفاً لكلمة 'زغو' أو 'زغوة' وتعني 'الطفل الصغير' أو 'الولد'.,"An old colloquial term, possibly a distortion of 'Zaghw' or 'Zaghwa', meaning 'small child' or 'boy'.",زقو,Zaqqo|Zaqou|Zaqqu,v0.1.x
زقير,Zaqeer,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَقِير,تصغير لكلمة 'زقر' وهي كلمة عامية قديمة تعني 'الشخص القصير' أو 'الشخص الصغير'.,"Diminutive of 'Zaqr', an old colloquial term meaning 'short person' or 'small person'.",زقير,Zoqair|Zuqair|Zoqeir,v0.1.x
زقيز,Zaqeez,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَقِيز,كلمة عامية قديمة قد تكون تحريفاً لكلمة 'زقزق' وتعني 'الشخص الذي يتكلم بصوت عالٍ ومزعج'.,"An old colloquial term, possibly a distortion of 'Zaqzaq', meaning 'a person who talks loudly and annoyingly'.",زقيز,Zaqeez|Zaqiz|Zaqeiz,v0.1.x
زكرا,Zakra,f,n,f,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زَكْرَا,كلمة عامية قديمة قد تكون تحريفاً لكلمة 'زكرة' وتعني 'المرأة التي تتكلم كثيراً'.,"An old colloquial term, possibly a distortion of 'Zakra', meaning 'a woman who talks a lot'.",زكرا,Zakra|Zakraa|Zakrah,v0.1.x
زكرياء,Zakarya,m,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,زَكَرِيَّاء,زكريا؛ الله ذكر (عبري),God has remembered (Zechariah,زكرياء,Zakarya|Zakaria|Zakariya,v0.1.x
زكرياعباس,Zakariaabbas,m,m,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَكَرِيَّاعَبَّاس,زكريا عباس؛ زكريا + عباس,Zechariah ʿAbbās,زكرياعباس,Zakariaabbas|Zakaria Abbas|Zakariya Abbas,v0.1.x
زلالة,Zulala,f,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زُلَالَة,من الجذر 'زلل' بمعنى 'الخفة والسرعة' أو 'المرأة الخفيفة الحركة'.,From the root 'Zalal' meaning 'lightness and speed' or 'a light-footed woman'.,زلالة|زلاله,Zolala|Zulala|Zolalah,v0.1.x
زلانو,Zalano,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَلَانُو,كلمة عامية قديمة قد تكون تحريفاً لكلمة 'زلان' أو 'زلانق' وتعني 'الشخص الذي يتكلم كثيراً'.,"An old colloquial term, possibly a distortion of 'Zalan' or 'Zalanaq', meaning 'a person who talks a lot'.",زلانو,Zelano|Zilanu|Zelanou,v0.1.x
زلزل,Zalzal,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَلْزَل,الزلزال؛ الهزّة,Earthquake; shaking,زلزل,Zalzal|Zalzel|Zalzil,v0.1.x
زلعة,Zal'a,f,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَلْعَة,كلمة عامية قديمة تعني 'المرأة التي تتكلم كثيراً وبصوت عالٍ' أو 'المرأة التي تثرثر'.,An old colloquial term meaning 'a woman who talks a lot and loudly' or 'a chatterbox'.,زلعة|زلعه,Zalaa|Zaleh|Zalah,v0.1.x
زلقط,Zalqat,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَلْقَط,كلمة عامية قديمة تعني 'الشخص الذي يتكلم كثيراً وبصوت عالٍ' أو 'الشخص الذي يثرثر'.,An old colloquial term meaning 'a person who talks a lot and loudly' or 'a chatterbox'.,زلقط,Zalqat|Zalqet|Zalqt,v0.1.x
زلمي,Zalmy,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَلْمِي,كلمة عامية شامية تعني 'الرجل' أو 'الشاب'.,A colloquial Levantine term meaning 'man' or 'young man'.,زلمي,Zalmy|Zalmi|Zalmee,v0.1.x
زلوع,Zalou',m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَلُوع,كلمة عامية قديمة تعني 'الشخص الذي يتكلم كثيراً وبصوت عالٍ' أو 'الشخص الذي يثرثر'.,An old colloquial term meaning 'a person who talks a lot and loudly' or 'a chatterbox'.,زلوع,Zalloua|Zalua|Zalloo,v0.1.x
زليخا,Zolaikha,f,m,g,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زُلَيْخَا,زليخا؛ اسم علم قرآني/توراتي شهير,Zuleikha (Qur'anic/Biblical name,زليخا,Zolaikha|Zulaikha|Zolaykha,v0.1.x
زليلو,Zaleelo,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَلِيلُو,تصغير لكلمة 'زل' أو 'زليل' وهي كلمة عامية قديمة تعني 'الشخص الصغير' أو 'الطفل'.,"Diminutive of 'Zal' or 'Zaleel', an old colloquial term meaning 'small person' or 'child'.",زليلو,Zolailo|Zulailu|Zolaylo,v0.1.x
زماط,Zammatt,m,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زَمَّاط,من الفعل زَمَطَ، أي أفلت أو هرب. قد يشير إلى شخص سريع الحركة أو ماهر في الإفلات.,"Derived from the verb 'zamat' (to escape, to slip away). May refer to someone quick or skilled at evading.",زماط,Zemat|Zimat|Zemaat,v0.1.x
زماكة,Zammaka,f,n,g,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَمَاكَة,تصغير لكلمة 'زَمَكَة' وهي نوع من النباتات العطرية، أو قد تكون تحريفًا لاسم آخر.,"Diminutive of 'zamaka', a type of aromatic plant, or possibly a distortion of another name.",زماكة|زماكه,Zammaka|Zamaka|Zammakah,v0.1.x
زمايل,Zamayel,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَمَايِل,جمع 'زميل'، أي رفيق أو صاحب. قد يشير إلى كثرة الأصدقاء أو الرفقاء.,"Plural of 'zamil' (colleague, companion). May indicate having many friends or companions.",زمايل,Zamayel|Zamail|Zamayl,v0.1.x
زمبيلة,Zambeela,f,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَمْبِيلَة,الزنبيل؛ القفة/السلة,Basket; hamper,زمبيلة|زمبيله,Zambeela|Zambila|Zambeilah,v0.1.x
زنابيلي,Zanabili,m,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,زَنَابِيلِي,نسبة إلى 'زنابيل' وهي جمع 'زنبيل' (وعاء من الخوص أو القش). قد يشير إلى مهنة صناعة الزنابيل أو بيعها.,"Attributed to 'zanabil' (plural of 'zanbil', a basket made of palm leaves or straw). May refer to the profession of making or selling baskets.",زنابيلي,Zanabeely|Zanabili|Zanabeili,v0.1.x
زنار,Zonnar,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زُنَّار,الزنار؛ الحزام,Belt; girdle,زنار,Zonnar|Zunnar|Zonnaar,v0.1.x
زناري,Zonnary,f,m,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,زُنَّارِي,منسوب إلى الزنار,Related to the belt/girdle,زناري|زنارى,Zonnary|Zunnari|Zonnaari,v0.1.x
زنبيلة,Zanbeela,f,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,زَنْبِيلَة,الزنبيل؛ القفة/السلة,Basket; hamper,زنبيلة|زنبيله,Zanbeela|Zanbila|Zanbeilah,v0.1.x
زنتون,Zantoun,m,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,زَنْتُون,تصغير لكلمة 'زيتون'، أو قد تكون نسبة إلى مكان يكثر فيه الزيتون.,"Diminutive of 'zaytoun' (olive), or possibly attributed to a place rich in olive trees.",زنتون,Zantoun|Zantun|Zantoon,v0.1.x
زند,Zand,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,زَنْد,الزند؛ عظم الساعد / أداة القدح,Forearm bone; fire-steel,زند,Zand|Zaned,v0.1.x
